date,channel_grouping,platform,year,month,sumOfLeads
2019-11-07,,Desktop,2019,11,211375.444922385
2019-11-07,,Mobile Web,2019,11,247256.551011478
2019-11-07,,iOS,2019,11,155363.290839801
2019-11-08,,Android,2019,11,382324.537331871
2019-11-08,,Desktop,2019,11,175573.287940624
2019-11-08,,Mobile Web,2019,11,229787.87050937
2019-11-08,,iOS,2019,11,151235.848876049
2019-11-09,,Android,2019,11,374171.81612671
2019-11-09,,Desktop,2019,11,110447.514564868
2019-11-09,,Mobile Web,2019,11,229722.26618005
2019-11-09,,iOS,2019,11,153898.536126496
2019-11-10,,Android,2019,11,377615.250148539
2019-11-10,,Desktop,2019,11,108801.641887877
2019-11-10,,Mobile Web,2019,11,249477.528120959
2019-11-10,,iOS,2019,11,158289.283403364
2019-11-11,,Android,2019,11,385255.621815687
2019-11-11,,Desktop,2019,11,203538.968638861
2019-11-11,,Mobile Web,2019,11,251407.71105455
2019-11-11,,iOS,2019,11,154771.36203657
2019-11-12,,Android,2019,11,389785.169246225
2019-11-12,,Desktop,2019,11,214834.202005831
2019-11-12,,Mobile Web,2019,11,183188.131125941
2019-11-12,,iOS,2019,11,159960.008692719
2019-11-13,,Android,2019,11,383666.855026549
2019-11-13,,Desktop,2019,11,225290.469511715
2019-11-13,,Mobile Web,2019,11,141752.937148762
2019-11-13,,iOS,2019,11,157795.66544571
2019-11-14,,Android,2019,11,371420.477088566
2019-11-14,,Desktop,2019,11,231179.230080031
2019-11-14,,Mobile Web,2019,11,40425.198901323
2019-11-14,,iOS,2019,11,152986.98335736
2019-11-15,,Android,2019,11,362883.53100262
2019-11-15,,Desktop,2019,11,218816.310513619
2019-11-15,,Mobile Web,2019,11,2069.029636544
2019-11-15,,iOS,2019,11,147336.587443347
2019-11-16,,Android,2019,11,361700.709566693
2019-11-16,,Desktop,2019,11,131991.189024897
2019-11-16,,Mobile Web,2019,11,7993.82825644
2019-11-16,,iOS,2019,11,151138.58991377
2019-11-17,,Android,2019,11,374202.533353257
2019-11-17,,Desktop,2019,11,116729.582110236
2019-11-17,,iOS,2019,11,158104.324130454
2019-11-17,(Other),Mobile Web,2019,11,1823.453865328
2019-11-17,Direct,Mobile Web,2019,11,53307.112668394
2019-11-17,Display,Mobile Web,2019,11,64.725965313
2019-11-17,Organic Search,Mobile Web,2019,11,51095.057454928
2019-11-17,Paid Search,Mobile Web,2019,11,24440.401562343
2019-11-17,Referral,Mobile Web,2019,11,8005.172626157
2019-11-17,Social,Mobile Web,2019,11,1378.237274072
2019-11-18,,Android,2019,11,409071.934100046
2019-11-18,,Desktop,2019,11,225763.456490161
2019-11-18,,iOS,2019,11,160423.848066333
2019-11-18,(Other),Mobile Web,2019,11,2646.852770126
2019-11-18,Direct,Mobile Web,2019,11,78568.192292608
2019-11-18,Display,Mobile Web,2019,11,60.79326978
2019-11-18,Organic Search,Mobile Web,2019,11,87806.633958617
2019-11-18,Paid Search,Mobile Web,2019,11,27918.166661227
2019-11-18,Referral,Mobile Web,2019,11,13412.774214889
2019-11-18,Social,Mobile Web,2019,11,2163.496603689
2019-11-19,,Android,2019,11,371323.916584036
2019-11-19,,Desktop,2019,11,220725.978874473
2019-11-19,,iOS,2019,11,154822.700594852
2019-11-19,(Other),Mobile Web,2019,11,3663.123082645
2019-11-19,Direct,Mobile Web,2019,11,108853.73573234
2019-11-19,Display,Mobile Web,2019,11,246.664372501
2019-11-19,Organic Search,Mobile Web,2019,11,124668.265282292
2019-11-19,Paid Search,Mobile Web,2019,11,33001.104685314
2019-11-19,Referral,Mobile Web,2019,11,16210.775613838
2019-11-19,Social,Mobile Web,2019,11,2358.0903522
2019-11-20,,Android,2019,11,379724.42143413
2019-11-20,,Desktop,2019,11,213203.492137222
2019-11-20,,iOS,2019,11,151758.880118088
2019-11-20,(Other),Mobile Web,2019,11,4217.326442956
2019-11-20,Direct,Mobile Web,2019,11,103344.632412034
2019-11-20,Display,Mobile Web,2019,11,173.728103702
2019-11-20,Organic Search,Mobile Web,2019,11,125564.460764796
2019-11-20,Paid Search,Mobile Web,2019,11,34830.295253524
2019-11-20,Referral,Mobile Web,2019,11,15761.560153628
2019-11-20,Social,Mobile Web,2019,11,2336.130840066
2019-11-21,,Android,2019,11,363399.428203344
2019-11-21,,Desktop,2019,11,201598.787383541
2019-11-21,,iOS,2019,11,145235.805143205
2019-11-21,(Other),Mobile Web,2019,11,3265.512648449
2019-11-21,Direct,Mobile Web,2019,11,100284.1490184
2019-11-21,Display,Mobile Web,2019,11,173.948938728
2019-11-21,Organic Search,Mobile Web,2019,11,119274.877206731
2019-11-21,Paid Search,Mobile Web,2019,11,31125.452536377
2019-11-21,Referral,Mobile Web,2019,11,15448.396185046
2019-11-21,Social,Mobile Web,2019,11,2774.715866592
2019-11-22,,Android,2019,11,365117.133480084
2019-11-22,,Desktop,2019,11,178646.152625472
2019-11-22,,iOS,2019,11,142096.598753465
2019-11-22,(Other),Mobile Web,2019,11,4230.184612299
2019-11-22,Direct,Mobile Web,2019,11,91518.095027074
2019-11-22,Display,Mobile Web,2019,11,274.765447353
2019-11-22,Organic Search,Mobile Web,2019,11,121108.754668402
2019-11-22,Paid Search,Mobile Web,2019,11,33379.184914983
2019-11-22,Referral,Mobile Web,2019,11,13411.250390324
2019-11-22,Social,Mobile Web,2019,11,2407.327756941
2019-11-23,,Android,2019,11,376679.111908762
2019-11-23,,Desktop,2019,11,112168.593383196
2019-11-23,,iOS,2019,11,145751.282532882
2019-11-23,(Other),Mobile Web,2019,11,4407.736468614
2019-11-23,Direct,Mobile Web,2019,11,85070.507332814
2019-11-23,Display,Mobile Web,2019,11,205.969627811
2019-11-23,Organic Search,Mobile Web,2019,11,118006.213852972
2019-11-23,Paid Search,Mobile Web,2019,11,36571.010776865
2019-11-23,Referral,Mobile Web,2019,11,13099.789242136
2019-11-23,Social,Mobile Web,2019,11,2134.251689217
2019-11-24,,Android,2019,11,377599.01342754
2019-11-24,,Desktop,2019,11,108681.530258493
2019-11-24,,iOS,2019,11,151769.739993852
2019-11-24,(Other),Mobile Web,2019,11,4546.945919763
2019-11-24,Direct,Mobile Web,2019,11,70874.575279037
2019-11-24,Display,Mobile Web,2019,11,226.693409332
2019-11-24,Organic Search,Mobile Web,2019,11,97833.593674256
2019-11-24,Paid Search,Mobile Web,2019,11,30333.502470867
2019-11-24,Referral,Mobile Web,2019,11,9590.014140008
2019-11-24,Social,Mobile Web,2019,11,2190.744041194
2019-11-25,,Android,2019,11,396289.614593156
2019-11-25,,Desktop,2019,11,214704.81015356
2019-11-25,,iOS,2019,11,155864.525964498
2019-11-25,(Other),Mobile Web,2019,11,4514.153398213
2019-11-25,Direct,Mobile Web,2019,11,70879.936386484
2019-11-25,Display,Mobile Web,2019,11,185.867295317
2019-11-25,Organic Search,Mobile Web,2019,11,104060.922661176
2019-11-25,Paid Search,Mobile Web,2019,11,28188.227889067
2019-11-25,Referral,Mobile Web,2019,11,11603.673916205
2019-11-25,Social,Mobile Web,2019,11,2018.239320476
2019-11-26,,Android,2019,11,381408.069574877
2019-11-26,,Desktop,2019,11,211785.0794094
2019-11-26,,iOS,2019,11,157793.216787789
2019-11-26,(Other),Mobile Web,2019,11,4934.416311061
2019-11-26,Direct,Mobile Web,2019,11,96662.330150877
2019-11-26,Display,Mobile Web,2019,11,189.905255454
2019-11-26,Organic Search,Mobile Web,2019,11,133796.934586757
2019-11-26,Paid Search,Mobile Web,2019,11,37238.291818609
2019-11-26,Referral,Mobile Web,2019,11,15811.394431521
2019-11-26,Social,Mobile Web,2019,11,2512.818592778
2019-11-27,,Android,2019,11,303858.559033949
2019-11-27,,Desktop,2019,11,206155.8777184
2019-11-27,,iOS,2019,11,105582.40188952
2019-11-27,(Other),Mobile Web,2019,11,4532.963163729
2019-11-27,Direct,Mobile Web,2019,11,85809.813336191
2019-11-27,Display,Mobile Web,2019,11,270.920845438
2019-11-27,Organic Search,Mobile Web,2019,11,120741.626765597
2019-11-27,Paid Search,Mobile Web,2019,11,35262.83881838
2019-11-27,Referral,Mobile Web,2019,11,13126.931778938
2019-11-27,Social,Mobile Web,2019,11,2194.05285901
2019-11-28,,Android,2019,11,372840.124903218
2019-11-28,,Desktop,2019,11,199514.735944623
2019-11-28,,iOS,2019,11,144863.062010142
2019-11-28,(Other),Mobile Web,2019,11,5129.997046538
2019-11-28,Direct,Mobile Web,2019,11,97467.393125974
2019-11-28,Display,Mobile Web,2019,11,218.091842052
2019-11-28,Organic Search,Mobile Web,2019,11,134834.075697896
2019-11-28,Paid Search,Mobile Web,2019,11,33856.564890434
2019-11-28,Referral,Mobile Web,2019,11,14379.544706274
2019-11-28,Social,Mobile Web,2019,11,2270.538834503
2019-11-29,,Android,2019,11,363431.658919636
2019-11-29,,Desktop,2019,11,168109.861465906
2019-11-29,,iOS,2019,11,136521.448456926
2019-11-29,(Other),Mobile Web,2019,11,4481.059677018
2019-11-29,Direct,Mobile Web,2019,11,80154.883532745
2019-11-29,Display,Mobile Web,2019,11,165.331770297
2019-11-29,Organic Search,Mobile Web,2019,11,118815.059618517
2019-11-29,Paid Search,Mobile Web,2019,11,36131.881909851
2019-11-29,Referral,Mobile Web,2019,11,13032.642686405
2019-11-29,Social,Mobile Web,2019,11,2521.54049444
2019-11-30,,Android,2019,11,369941.183839413
2019-11-30,,Desktop,2019,11,102570.177745274
2019-11-30,,iOS,2019,11,138100.281785745
2019-11-30,(Other),Mobile Web,2019,11,4856.24690997
2019-11-30,Direct,Mobile Web,2019,11,80287.001444734
2019-11-30,Display,Mobile Web,2019,11,157.32906734
2019-11-30,Organic Search,Mobile Web,2019,11,124612.803457926
2019-11-30,Paid Search,Mobile Web,2019,11,42089.912797379
2019-11-30,Referral,Mobile Web,2019,11,12835.807522695
2019-11-30,Social,Mobile Web,2019,11,2203.011179836
2019-12-01,,Android,2019,12,363431.4794045
2019-12-01,,Desktop,2019,12,100387.075009119
2019-12-01,,iOS,2019,12,149029.757198857
2019-12-01,(Other),Mobile Web,2019,12,4822.602470032
2019-12-01,Direct,Mobile Web,2019,12,84874.890092439
2019-12-01,Display,Mobile Web,2019,12,351.818234772
2019-12-01,Organic Search,Mobile Web,2019,12,127851.539645835
2019-12-01,Paid Search,Mobile Web,2019,12,43098.728259281
2019-12-01,Referral,Mobile Web,2019,12,14353.484016374
2019-12-01,Social,Mobile Web,2019,12,2369.890246238
2019-12-02,,Android,2019,12,392435.74093392
2019-12-02,,Desktop,2019,12,202498.113624631
2019-12-02,,iOS,2019,12,155311.944369233
2019-12-02,(Other),Mobile Web,2019,12,5908.74650377
2019-12-02,Direct,Mobile Web,2019,12,88216.70995983
2019-12-02,Display,Mobile Web,2019,12,262.583734719
2019-12-02,Organic Search,Mobile Web,2019,12,136786.604580843
2019-12-02,Paid Search,Mobile Web,2019,12,40696.37776842
2019-12-02,Referral,Mobile Web,2019,12,19828.225368375
2019-12-02,Social,Mobile Web,2019,12,2383.765544204
2019-12-03,,Android,2019,12,382726.024192263
2019-12-03,,Desktop,2019,12,199621.133919042
2019-12-03,,iOS,2019,12,155328.512282097
2019-12-03,(Other),Mobile Web,2019,12,5056.786741121
2019-12-03,Direct,Mobile Web,2019,12,91518.264546479
2019-12-03,Display,Mobile Web,2019,12,254.981605507
2019-12-03,Organic Search,Mobile Web,2019,12,137302.089778731
2019-12-03,Paid Search,Mobile Web,2019,12,43462.274352788
2019-12-03,Referral,Mobile Web,2019,12,16601.88349614
2019-12-03,Social,Mobile Web,2019,12,2329.28742093
2019-12-04,,Android,2019,12,390495.84935772
2019-12-04,,Desktop,2019,12,203297.448856889
2019-12-04,,iOS,2019,12,156318.115649098
2019-12-04,(Other),Mobile Web,2019,12,5871.700806051
2019-12-04,Direct,Mobile Web,2019,12,89296.044942316
2019-12-04,Display,Mobile Web,2019,12,210.305424859
2019-12-04,Organic Search,Mobile Web,2019,12,135377.025474899
2019-12-04,Paid Search,Mobile Web,2019,12,43013.920978122
2019-12-04,Referral,Mobile Web,2019,12,16578.415798268
2019-12-04,Social,Mobile Web,2019,12,2349.933463793
2019-12-05,,Android,2019,12,372489.852659115
2019-12-05,,Desktop,2019,12,196952.514602674
2019-12-05,,iOS,2019,12,151677.424215478
2019-12-05,(Other),Mobile Web,2019,12,5167.978149816
2019-12-05,Direct,Mobile Web,2019,12,91617.4882019
2019-12-05,Display,Mobile Web,2019,12,412.095605571
2019-12-05,Organic Search,Mobile Web,2019,12,128094.190924677
2019-12-05,Paid Search,Mobile Web,2019,12,51850.287783037
2019-12-05,Referral,Mobile Web,2019,12,14150.284801021
2019-12-05,Social,Mobile Web,2019,12,2526.718018323
2019-12-06,,Android,2019,12,364673.354862373
2019-12-06,,Desktop,2019,12,169530.491836364
2019-12-06,,iOS,2019,12,142276.920026436
2019-12-06,(Other),Mobile Web,2019,12,4715.825290095
2019-12-06,Direct,Mobile Web,2019,12,80109.091071542
2019-12-06,Display,Mobile Web,2019,12,423.851330027
2019-12-06,Organic Search,Mobile Web,2019,12,120312.76715123
2019-12-06,Paid Search,Mobile Web,2019,12,47184.820543411
2019-12-06,Referral,Mobile Web,2019,12,13502.697768611
2019-12-06,Social,Mobile Web,2019,12,2401.325465246
2019-12-07,,Android,2019,12,350792.797602443
2019-12-07,,Desktop,2019,12,106294.524577025
2019-12-07,,iOS,2019,12,141200.983145806
2019-12-07,(Other),Mobile Web,2019,12,5539.983653968
2019-12-07,Direct,Mobile Web,2019,12,74761.561328159
2019-12-07,Display,Mobile Web,2019,12,364.028755256
2019-12-07,Organic Search,Mobile Web,2019,12,121111.39850054
2019-12-07,Paid Search,Mobile Web,2019,12,48516.110250888
2019-12-07,Referral,Mobile Web,2019,12,12539.662486519
2019-12-07,Social,Mobile Web,2019,12,2314.737916591
2019-12-08,,Android,2019,12,357218.169521445
2019-12-08,,Desktop,2019,12,99676.300888777
2019-12-08,,iOS,2019,12,144537.766408491
2019-12-08,(Other),Mobile Web,2019,12,5582.271886835
2019-12-08,Direct,Mobile Web,2019,12,77964.820705716
2019-12-08,Display,Mobile Web,2019,12,581.807552097
2019-12-08,Organic Search,Mobile Web,2019,12,126354.773165569
2019-12-08,Paid Search,Mobile Web,2019,12,52216.104988367
2019-12-08,Referral,Mobile Web,2019,12,12708.935272569
2019-12-08,Social,Mobile Web,2019,12,2419.409181665
2019-12-09,,Android,2019,12,380539.311989036
2019-12-09,,Desktop,2019,12,202246.695834013
2019-12-09,,iOS,2019,12,154797.715500183
2019-12-09,(Other),Mobile Web,2019,12,6640.376002877
2019-12-09,Direct,Mobile Web,2019,12,86373.941802799
2019-12-09,Display,Mobile Web,2019,12,456.774290522
2019-12-09,Organic Search,Mobile Web,2019,12,136364.614599854
2019-12-09,Paid Search,Mobile Web,2019,12,51038.35460234
2019-12-09,Referral,Mobile Web,2019,12,16482.452383968
2019-12-09,Social,Mobile Web,2019,12,2529.28135748
2019-12-10,,Android,2019,12,369092.087762186
2019-12-10,,Desktop,2019,12,194506.42500571
2019-12-10,,iOS,2019,12,150826.385763084
2019-12-10,(Other),Mobile Web,2019,12,5874.372810974
2019-12-10,Direct,Mobile Web,2019,12,90483.091361293
2019-12-10,Display,Mobile Web,2019,12,521.130966982
2019-12-10,Organic Search,Mobile Web,2019,12,137116.770501179
2019-12-10,Paid Search,Mobile Web,2019,12,49510.008577556
2019-12-10,Referral,Mobile Web,2019,12,15573.845088463
2019-12-10,Social,Mobile Web,2019,12,2519.64681651
2019-12-11,,Android,2019,12,373913.593079808
2019-12-11,,Desktop,2019,12,177986.794758902
2019-12-11,,iOS,2019,12,161639.3351652
2019-12-11,(Other),Mobile Web,2019,12,7715.285810973
2019-12-11,Direct,Mobile Web,2019,12,86402.117158701
2019-12-11,Display,Mobile Web,2019,12,585.124392341
2019-12-11,Organic Search,Mobile Web,2019,12,133102.078001395
2019-12-11,Paid Search,Mobile Web,2019,12,49170.21542907
2019-12-11,Referral,Mobile Web,2019,12,14260.631006369
2019-12-11,Social,Mobile Web,2019,12,3085.948135818
2019-12-12,,Android,2019,12,352862.624601711
2019-12-12,,Desktop,2019,12,183709.765719543
2019-12-12,,iOS,2019,12,146450.897332664
2019-12-12,(Other),Mobile Web,2019,12,6080.140566111
2019-12-12,Direct,Mobile Web,2019,12,78510.289791272
2019-12-12,Display,Mobile Web,2019,12,399.719287102
2019-12-12,Organic Search,Mobile Web,2019,12,126262.551923525
2019-12-12,Paid Search,Mobile Web,2019,12,45502.603044157
2019-12-12,Referral,Mobile Web,2019,12,14332.511089866
2019-12-12,Social,Mobile Web,2019,12,2577.170336429
2019-12-13,,Android,2019,12,347332.079171524
2019-12-13,,Desktop,2019,12,164948.081207575
2019-12-13,,iOS,2019,12,137955.295843591
2019-12-13,(Other),Mobile Web,2019,12,6603.268238656
2019-12-13,Direct,Mobile Web,2019,12,78492.725473182
2019-12-13,Display,Mobile Web,2019,12,630.416233564
2019-12-13,Organic Search,Mobile Web,2019,12,125807.075238959
2019-12-13,Paid Search,Mobile Web,2019,12,45833.30505797
2019-12-13,Referral,Mobile Web,2019,12,14028.292728103
2019-12-13,Social,Mobile Web,2019,12,2326.634716486
2019-12-14,,Android,2019,12,322298.495709229
2019-12-14,,Desktop,2019,12,113912.292069591
2019-12-14,,iOS,2019,12,133229.292730902
2019-12-14,(Other),Mobile Web,2019,12,5330.839822646
2019-12-14,Direct,Mobile Web,2019,12,74908.764335498
2019-12-14,Display,Mobile Web,2019,12,723.199035809
2019-12-14,Organic Search,Mobile Web,2019,12,125385.292233514
2019-12-14,Paid Search,Mobile Web,2019,12,47185.020063244
2019-12-14,Referral,Mobile Web,2019,12,12449.693535419
2019-12-14,Social,Mobile Web,2019,12,2257.272600577
2019-12-15,,Android,2019,12,362674.132299862
2019-12-15,,Desktop,2019,12,103509.402017141
2019-12-15,,iOS,2019,12,150244.671771815
2019-12-15,(Other),Mobile Web,2019,12,6642.716377619
2019-12-15,Direct,Mobile Web,2019,12,81079.677968773
2019-12-15,Display,Mobile Web,2019,12,1098.615758524
2019-12-15,Organic Search,Mobile Web,2019,12,129931.666189631
2019-12-15,Paid Search,Mobile Web,2019,12,55201.518978701
2019-12-15,Referral,Mobile Web,2019,12,11736.521369122
2019-12-15,Social,Mobile Web,2019,12,2582.17025983
2019-12-16,,Android,2019,12,374671.512619823
2019-12-16,,Desktop,2019,12,206372.150681083
2019-12-16,,iOS,2019,12,146326.822778654
2019-12-16,(Other),Mobile Web,2019,12,7200.601505035
2019-12-16,Direct,Mobile Web,2019,12,87446.122343707
2019-12-16,Display,Mobile Web,2019,12,876.418151806
2019-12-16,Organic Search,Mobile Web,2019,12,140904.261453933
2019-12-16,Paid Search,Mobile Web,2019,12,50005.424232861
2019-12-16,Referral,Mobile Web,2019,12,15139.671673405
2019-12-16,Social,Mobile Web,2019,12,2693.466586997
2019-12-17,,Android,2019,12,374948.858378046
2019-12-17,,Desktop,2019,12,203237.979471358
2019-12-17,,iOS,2019,12,143621.805742544
2019-12-17,(Other),Mobile Web,2019,12,5771.439468389
2019-12-17,Direct,Mobile Web,2019,12,90882.996167436
2019-12-17,Display,Mobile Web,2019,12,589.171681965
2019-12-17,Organic Search,Mobile Web,2019,12,140417.229171589
2019-12-17,Paid Search,Mobile Web,2019,12,50425.084685164
2019-12-17,Referral,Mobile Web,2019,12,15061.809084256
2019-12-17,Social,Mobile Web,2019,12,2419.635488436
2019-12-18,,Android,2019,12,372427.392890931
2019-12-18,,Desktop,2019,12,201760.122018651
2019-12-18,,iOS,2019,12,142087.431350365
2019-12-18,(Other),Mobile Web,2019,12,5922.262130395
2019-12-18,Direct,Mobile Web,2019,12,85016.108031643
2019-12-18,Display,Mobile Web,2019,12,452.17740271
2019-12-18,Organic Search,Mobile Web,2019,12,137088.93263944
2019-12-18,Paid Search,Mobile Web,2019,12,51396.09055859
2019-12-18,Referral,Mobile Web,2019,12,14882.016692252
2019-12-18,Social,Mobile Web,2019,12,2214.291347826
2019-12-19,,Android,2019,12,368832.29975
2019-12-19,,Desktop,2019,12,190935.202065502
2019-12-19,,iOS,2019,12,137567.827121979
2019-12-19,(Other),Mobile Web,2019,12,6174.507731544
2019-12-19,Direct,Mobile Web,2019,12,89657.622278606
2019-12-19,Display,Mobile Web,2019,12,642.2743038
2019-12-19,Organic Search,Mobile Web,2019,12,133572.436848534
2019-12-19,Paid Search,Mobile Web,2019,12,51119.104493719
2019-12-19,Referral,Mobile Web,2019,12,14918.63091917
2019-12-19,Social,Mobile Web,2019,12,1863.670758783
2019-12-20,,Android,2019,12,361510.651991241
2019-12-20,,Desktop,2019,12,163090.558868053
2019-12-20,,iOS,2019,12,136517.287260721
2019-12-20,(Other),Mobile Web,2019,12,5668.696857305
2019-12-20,Direct,Mobile Web,2019,12,81559.032854249
2019-12-20,Display,Mobile Web,2019,12,327.514429212
2019-12-20,Organic Search,Mobile Web,2019,12,129667.414813643
2019-12-20,Paid Search,Mobile Web,2019,12,49586.639239243
2019-12-20,Referral,Mobile Web,2019,12,13243.128685455
2019-12-20,Social,Mobile Web,2019,12,1823.116564931
2019-12-21,,Android,2019,12,357963.12829741
2019-12-21,,Desktop,2019,12,112044.374718796
2019-12-21,,iOS,2019,12,134943.730804809
2019-12-21,(Other),Mobile Web,2019,12,5914.684380802
2019-12-21,Direct,Mobile Web,2019,12,76865.001607413
2019-12-21,Display,Mobile Web,2019,12,387.796726729
2019-12-21,Organic Search,Mobile Web,2019,12,130618.59506258
2019-12-21,Paid Search,Mobile Web,2019,12,50433.098963196
2019-12-21,Referral,Mobile Web,2019,12,11675.437342946
2019-12-21,Social,Mobile Web,2019,12,1903.390167045
2019-12-22,,Android,2019,12,355870.46922146
2019-12-22,,Desktop,2019,12,96452.5592377
2019-12-22,,iOS,2019,12,130235.070575723
2019-12-22,(Other),Mobile Web,2019,12,5975.047051087
2019-12-22,Direct,Mobile Web,2019,12,75225.54191065
2019-12-22,Display,Mobile Web,2019,12,578.139995689
2019-12-22,Organic Search,Mobile Web,2019,12,132996.824630427
2019-12-22,Paid Search,Mobile Web,2019,12,52572.195121735
2019-12-22,Referral,Mobile Web,2019,12,11958.671297664
2019-12-22,Social,Mobile Web,2019,12,2179.126961418
2019-12-23,,Android,2019,12,375484.67579626
2019-12-23,,Desktop,2019,12,197389.785187788
2019-12-23,,iOS,2019,12,139176.959661123
2019-12-23,(Other),Mobile Web,2019,12,6372.900709728
2019-12-23,Direct,Mobile Web,2019,12,86299.022701162
2019-12-23,Display,Mobile Web,2019,12,581.407024142
2019-12-23,Organic Search,Mobile Web,2019,12,141356.042686052
2019-12-23,Paid Search,Mobile Web,2019,12,48922.088776171
2019-12-23,Referral,Mobile Web,2019,12,15385.034769401
2019-12-23,Social,Mobile Web,2019,12,2078.300128358
2019-12-24,,Android,2019,12,358315.096483028
2019-12-24,,Desktop,2019,12,173171.008366355
2019-12-24,,iOS,2019,12,133029.324077147
2019-12-24,(Other),Mobile Web,2019,12,5976.345634567
2019-12-24,Direct,Mobile Web,2019,12,83837.773758323
2019-12-24,Display,Mobile Web,2019,12,467.990217206
2019-12-24,Organic Search,Mobile Web,2019,12,133378.425071536
2019-12-24,Paid Search,Mobile Web,2019,12,38453.845996214
2019-12-24,Referral,Mobile Web,2019,12,14478.498027922
2019-12-24,Social,Mobile Web,2019,12,1905.227120421
2019-12-25,,Android,2019,12,358313.589410574
2019-12-25,,Desktop,2019,12,100663.384309485
2019-12-25,,iOS,2019,12,134932.339224284
2019-12-25,(Other),Mobile Web,2019,12,6008.862142158
2019-12-25,Direct,Mobile Web,2019,12,73410.488750711
2019-12-25,Display,Mobile Web,2019,12,710.704609988
2019-12-25,Organic Search,Mobile Web,2019,12,130722.555390228
2019-12-25,Paid Search,Mobile Web,2019,12,41469.787445878
2019-12-25,Referral,Mobile Web,2019,12,13265.949474493
2019-12-25,Social,Mobile Web,2019,12,1450.006353274
2019-12-26,,Android,2019,12,354835.404304375
2019-12-26,,iOS,2019,12,135928.930789884
2019-12-26,(Other),Desktop,2019,12,2750.347029344
2019-12-26,(Other),Mobile Web,2019,12,5981.708890802
2019-12-26,Direct,Desktop,2019,12,31510.515652131
2019-12-26,Direct,Mobile Web,2019,12,77283.849178201
2019-12-26,Display,Desktop,2019,12,338.910744422
2019-12-26,Display,Mobile Web,2019,12,577.113919815
2019-12-26,Organic Search,Desktop,2019,12,106484.081482991
2019-12-26,Organic Search,Mobile Web,2019,12,136021.418349606
2019-12-26,Paid Search,Desktop,2019,12,24095.138550375
2019-12-26,Paid Search,Mobile Web,2019,12,39043.044169058
2019-12-26,Referral,Desktop,2019,12,9013.257635498
2019-12-26,Referral,Mobile Web,2019,12,14677.542906559
2019-12-26,Social,Desktop,2019,12,755.219719121
2019-12-26,Social,Mobile Web,2019,12,2045.083654787
2019-12-27,,Android,2019,12,360098.735068787
2019-12-27,,iOS,2019,12,132868.918295431
2019-12-27,(Other),Desktop,2019,12,2091.114481957
2019-12-27,(Other),Mobile Web,2019,12,6302.52068247
2019-12-27,Direct,Desktop,2019,12,27719.054375666
2019-12-27,Direct,Mobile Web,2019,12,82970.758809391
2019-12-27,Display,Desktop,2019,12,391.004380561
2019-12-27,Display,Mobile Web,2019,12,556.395609626
2019-12-27,Organic Search,Desktop,2019,12,92771.560898394
2019-12-27,Organic Search,Mobile Web,2019,12,134514.760500968
2019-12-27,Paid Search,Desktop,2019,12,22039.900702998
2019-12-27,Paid Search,Mobile Web,2019,12,36681.452940645
2019-12-27,Referral,Desktop,2019,12,8430.703632796
2019-12-27,Referral,Mobile Web,2019,12,14412.657510654
2019-12-27,Social,Desktop,2019,12,1092.274105356
2019-12-27,Social,Mobile Web,2019,12,1426.033889277
2019-12-28,,Android,2019,12,361755.866664444
2019-12-28,,iOS,2019,12,128236.394854911
2019-12-28,(Other),Desktop,2019,12,1053.436950385
2019-12-28,(Other),Mobile Web,2019,12,6101.148409956
2019-12-28,Direct,Desktop,2019,12,19630.80785762
2019-12-28,Direct,Mobile Web,2019,12,77738.291700474
2019-12-28,Display,Desktop,2019,12,189.875720658
2019-12-28,Display,Mobile Web,2019,12,609.460398294
2019-12-28,Organic Search,Desktop,2019,12,57871.478196944
2019-12-28,Organic Search,Mobile Web,2019,12,135082.941971121
2019-12-28,Paid Search,Desktop,2019,12,13522.655673503
2019-12-28,Paid Search,Mobile Web,2019,12,40791.699023767
2019-12-28,Referral,Desktop,2019,12,4289.609968947
2019-12-28,Referral,Mobile Web,2019,12,13482.321028158
2019-12-28,Social,Desktop,2019,12,508.311252724
2019-12-28,Social,Mobile Web,2019,12,1539.237340857
2019-12-29,,Android,2019,12,367009.366280842
2019-12-29,,iOS,2019,12,129911.556337479
2019-12-29,(Other),Desktop,2019,12,1354.34086252
2019-12-29,(Other),Mobile Web,2019,12,5974.87942328
2019-12-29,Direct,Desktop,2019,12,21547.899996812
2019-12-29,Direct,Mobile Web,2019,12,79299.086895513
2019-12-29,Display,Desktop,2019,12,410.549186942
2019-12-29,Display,Mobile Web,2019,12,674.513844762
2019-12-29,Organic Search,Desktop,2019,12,51581.870626875
2019-12-29,Organic Search,Mobile Web,2019,12,141644.004982105
2019-12-29,Paid Search,Desktop,2019,12,12471.113653176
2019-12-29,Paid Search,Mobile Web,2019,12,42652.774242116
2019-12-29,Referral,Desktop,2019,12,3635.807491307
2019-12-29,Referral,Mobile Web,2019,12,13585.391676604
2019-12-29,Social,Desktop,2019,12,733.384624379
2019-12-29,Social,Mobile Web,2019,12,1579.27560397
2019-12-30,,Android,2019,12,379345.271019903
2019-12-30,,iOS,2019,12,131764.224795216
2019-12-30,(Other),Desktop,2019,12,2824.326296415
2019-12-30,(Other),Mobile Web,2019,12,5866.541932432
2019-12-30,Direct,Desktop,2019,12,32213.194209489
