date,channel_grouping,platform,year,month,sumOfLeads,ad_id
2020-04-26,Social,Desktop,2020,4,418.7326988,58
2020-04-26,Social,Mobile Web,2020,4,935.7596842,174
2020-04-27,,Android,2020,4,273350.7566,35243
2020-04-27,,iOS,2020,4,109164.9292,12729
2020-04-27,(Other),Desktop,2020,4,1883.137937,324
2020-04-27,(Other),Mobile Web,2020,4,3209.655249,652
2020-04-27,Direct,Desktop,2020,4,41664.18707,6706
2020-04-27,Direct,Mobile Web,2020,4,39224.94116,6461
2020-04-27,Display,Desktop,2020,4,863.8818705,174
2020-04-27,Display,Mobile Web,2020,4,630.1764,127
2020-04-27,Email,Desktop,2020,4,124.7956283,23
2020-04-27,Email,Mobile Web,2020,4,36.09524629,5
2020-04-27,Organic Search,Desktop,2020,4,46202.02665,8151
2020-04-27,Organic Search,Mobile Web,2020,4,98419.2744,15054
2020-04-27,Paid Search,Desktop,2020,4,10515.32106,1905
2020-04-27,Paid Search,Mobile Web,2020,4,25608.62795,3441
2020-04-27,Referral,Desktop,2020,4,4206.469682,760
2020-04-27,Referral,Mobile Web,2020,4,5765.915657,989
2020-04-27,Social,Desktop,2020,4,318.1468031,56
2020-04-27,Social,Mobile Web,2020,4,1141.937884,192
2020-04-28,,Android,2020,4,266740.0759,34396
2020-04-28,,iOS,2020,4,129048.9445,13764
2020-04-28,(Other),Desktop,2020,4,2070.244927,396
2020-04-28,(Other),Mobile Web,2020,4,4272.453242,812
2020-04-28,Direct,Desktop,2020,4,43541.91209,7041
2020-04-28,Direct,Mobile Web,2020,4,42416.65675,6713
2020-04-28,Display,Desktop,2020,4,742.8225716,161
2020-04-28,Display,Mobile Web,2020,4,557.065,114
2020-04-28,Email,Desktop,2020,4,76.54462292,12
2020-04-28,Email,Mobile Web,2020,4,48.34925815,11
2020-04-28,Organic Search,Desktop,2020,4,48440.61066,8454
2020-04-28,Organic Search,Mobile Web,2020,4,95543.20704,14772
2020-04-28,Paid Search,Desktop,2020,4,11497.11967,2135
2020-04-28,Paid Search,Mobile Web,2020,4,26820.07385,3455
2020-04-28,Referral,Desktop,2020,4,4213.612721,759
2020-04-28,Referral,Mobile Web,2020,4,6003.946347,1018
2020-04-28,Social,Desktop,2020,4,366.6138998,64
2020-04-28,Social,Mobile Web,2020,4,879.3816659,170
2020-04-29,,Android,2020,4,273347.8593,35529
2020-04-29,,iOS,2020,4,121229.6085,13275
2020-04-29,(Other),Desktop,2020,4,2041.18204,406
2020-04-29,(Other),Mobile Web,2020,4,4223.606913,772
2020-04-29,Direct,Desktop,2020,4,50214.34828,7804
2020-04-29,Direct,Mobile Web,2020,4,48235.59396,7375
2020-04-29,Display,Desktop,2020,4,988.7168006,181
2020-04-29,Display,Mobile Web,2020,4,492.6113132,97
2020-04-29,Email,Desktop,2020,4,28.18172351,6
2020-04-29,Email,Mobile Web,2020,4,8.054024713,2
2020-04-29,Organic Search,Desktop,2020,4,48022.16161,8408
2020-04-29,Organic Search,Mobile Web,2020,4,95785.48205,15164
2020-04-29,Paid Search,Desktop,2020,4,10466.992,2008
2020-04-29,Paid Search,Mobile Web,2020,4,22929.36546,3312
2020-04-29,Referral,Desktop,2020,4,3755.66407,680
2020-04-29,Referral,Mobile Web,2020,4,6118.923679,1028
2020-04-29,Social,Desktop,2020,4,366.3146023,71
2020-04-29,Social,Mobile Web,2020,4,984.5543385,159
2020-04-30,,Android,2020,4,286031.8355,35799
2020-04-30,,iOS,2020,4,120239.2058,13213
2020-04-30,(Other),Desktop,2020,4,1713.727937,346
2020-04-30,(Other),Mobile Web,2020,4,4594.902443,863
2020-04-30,Direct,Desktop,2020,4,53164.52534,8166
2020-04-30,Direct,Mobile Web,2020,4,47313.16635,7146
2020-04-30,Display,Desktop,2020,4,968.7890079,180
2020-04-30,Display,Mobile Web,2020,4,560.9551737,119
2020-04-30,Email,Desktop,2020,4,100.4870693,17
2020-04-30,Email,Mobile Web,2020,4,20.151562,3
2020-04-30,Organic Search,Desktop,2020,4,49767.56957,8653
2020-04-30,Organic Search,Mobile Web,2020,4,97847.50967,15026
2020-04-30,Paid Search,Desktop,2020,4,9496.45768,1765
2020-04-30,Paid Search,Mobile Web,2020,4,10510.86547,1918
2020-04-30,Referral,Desktop,2020,4,3969.053382,640
2020-04-30,Referral,Mobile Web,2020,4,6557.552153,1065
2020-04-30,Social,Desktop,2020,4,788.6619984,168
2020-04-30,Social,Mobile Web,2020,4,503.9137403,85
2020-05-01,,Android,2020,5,304437.2716,37978
2020-05-01,,iOS,2020,5,134528.698,14665
2020-05-01,(Other),Desktop,2020,5,1698.976816,326
2020-05-01,(Other),Mobile Web,2020,5,5308.247665,1034
2020-05-01,Direct,Desktop,2020,5,53390.59456,8803
2020-05-01,Direct,Mobile Web,2020,5,44758.40352,7072
2020-05-01,Display,Desktop,2020,5,811.1413028,162
2020-05-01,Display,Mobile Web,2020,5,669.5397902,139
2020-05-01,Email,Desktop,2020,5,84.26787644,12
2020-05-01,Email,Mobile Web,2020,5,64.46213852,13
2020-05-01,Organic Search,Desktop,2020,5,43037.40706,7629
2020-05-01,Organic Search,Mobile Web,2020,5,109229.7797,16464
2020-05-01,Paid Search,Desktop,2020,5,9176.209487,1733
2020-05-01,Paid Search,Mobile Web,2020,5,16461.75579,2814
2020-05-01,Referral,Desktop,2020,5,3588.94248,572
2020-05-01,Referral,Mobile Web,2020,5,7419.359203,1168
2020-05-01,Social,Desktop,2020,5,784.3230949,172
2020-05-01,Social,Mobile Web,2020,5,742.5693756,125
2020-05-02,,Android,2020,5,318207.0525,40419
2020-05-02,,iOS,2020,5,143666.3948,15351
2020-05-02,(Other),Desktop,2020,5,2267.892766,439
2020-05-02,(Other),Mobile Web,2020,5,5798.616943,1059
2020-05-02,Direct,Desktop,2020,5,56770.57166,9013
2020-05-02,Direct,Mobile Web,2020,5,44395.48775,7198
2020-05-02,Display,Desktop,2020,5,980.8414706,201
2020-05-02,Display,Mobile Web,2020,5,649.6901684,127
2020-05-02,Email,Desktop,2020,5,36.23064722,4
2020-05-02,Email,Mobile Web,2020,5,28.21301364,5
2020-05-02,Organic Search,Desktop,2020,5,46249.8885,8012
2020-05-02,Organic Search,Mobile Web,2020,5,111203.523,17133
2020-05-02,Paid Search,Desktop,2020,5,10460.8915,1989
2020-05-02,Paid Search,Mobile Web,2020,5,18972.71114,3218
2020-05-02,Referral,Desktop,2020,5,3458.374504,575
2020-05-02,Referral,Mobile Web,2020,5,8586.927372,1450
2020-05-02,Social,Desktop,2020,5,1249.657836,271
2020-05-02,Social,Mobile Web,2020,5,778.4805719,131
2020-05-03,,Android,2020,5,323574.8809,40392
2020-05-03,,iOS,2020,5,144808.0394,15627
2020-05-03,(Other),Desktop,2020,5,2630.890309,499
2020-05-03,(Other),Mobile Web,2020,5,5075.756515,961
2020-05-03,Direct,Desktop,2020,5,57144.05643,8804
2020-05-03,Direct,Mobile Web,2020,5,46851.36311,7470
2020-05-03,Display,Desktop,2020,5,997.3243149,212
2020-05-03,Display,Mobile Web,2020,5,517.1725715,113
2020-05-03,Email,Desktop,2020,5,28.08038487,2
2020-05-03,Email,Mobile Web,2020,5,4.024973437,1
2020-05-03,Organic Search,Desktop,2020,5,46078.73905,8061
2020-05-03,Organic Search,Mobile Web,2020,5,113825.4948,17346
2020-05-03,Paid Search,Desktop,2020,5,9535.272493,1787
2020-05-03,Paid Search,Mobile Web,2020,5,18648.52684,3076
2020-05-03,Referral,Desktop,2020,5,3171.883412,566
2020-05-03,Referral,Mobile Web,2020,5,7710.555933,1277
2020-05-03,Social,Desktop,2020,5,298.2120207,54
2020-05-03,Social,Mobile Web,2020,5,749.2179706,119
2020-05-04,,Android,2020,5,325896.0393,40959
2020-05-04,,iOS,2020,5,141115.0937,15733
2020-05-04,(Other),Desktop,2020,5,3908.458576,745
2020-05-04,(Other),Mobile Web,2020,5,4989.174479,945
2020-05-04,Direct,Desktop,2020,5,56805.87115,9445
2020-05-04,Direct,Mobile Web,2020,5,46062.69709,7572
2020-05-04,Display,Desktop,2020,5,1274.584244,248
2020-05-04,Display,Mobile Web,2020,5,508.7651576,103
2020-05-04,Email,Desktop,2020,5,68.50869634,17
2020-05-04,Email,Mobile Web,2020,5,16.10158989,3
2020-05-04,Organic Search,Desktop,2020,5,65305.71673,11226
2020-05-04,Organic Search,Mobile Web,2020,5,115210.3754,17373
2020-05-04,Paid Search,Desktop,2020,5,12800.02307,2398
2020-05-04,Paid Search,Mobile Web,2020,5,35745.55501,3716
2020-05-04,Referral,Desktop,2020,5,4780.970681,804
2020-05-04,Referral,Mobile Web,2020,5,9282.662649,1381
2020-05-04,Social,Desktop,2020,5,435.7489398,82
2020-05-04,Social,Mobile Web,2020,5,1154.296528,199
2020-05-05,,Android,2020,5,337236.6336,42373
2020-05-05,,iOS,2020,5,150538.1267,16521
2020-05-05,(Other),Desktop,2020,5,4451.117527,860
2020-05-05,(Other),Mobile Web,2020,5,6010.241654,984
2020-05-05,Direct,Desktop,2020,5,61296.83271,9681
2020-05-05,Direct,Mobile Web,2020,5,47361.76083,7810
2020-05-05,Display,Desktop,2020,5,1178.161523,232
2020-05-05,Display,Mobile Web,2020,5,649.9323013,121
2020-05-05,Email,Desktop,2020,5,84.56049807,14
2020-05-05,Email,Mobile Web,2020,5,36.26762967,9
2020-05-05,Organic Search,Desktop,2020,5,69255.35766,11988
2020-05-05,Organic Search,Mobile Web,2020,5,118023.813,17921
2020-05-05,Paid Search,Desktop,2020,5,12942.91983,2436
2020-05-05,Paid Search,Mobile Web,2020,5,45652.52068,4553
2020-05-05,Referral,Desktop,2020,5,5424.184658,951
2020-05-05,Referral,Mobile Web,2020,5,9817.12461,1511
2020-05-05,Social,Desktop,2020,5,946.8496283,167
2020-05-05,Social,Mobile Web,2020,5,1302.052791,235
2020-05-06,,Android,2020,5,331554.0567,42555
2020-05-06,,iOS,2020,5,145264.7238,16067
2020-05-06,(Other),Desktop,2020,5,3818.185987,755
2020-05-06,(Other),Mobile Web,2020,5,4937.683266,925
2020-05-06,Direct,Desktop,2020,5,67038.46909,10482
2020-05-06,Direct,Mobile Web,2020,5,49531.59251,8067
2020-05-06,Display,Desktop,2020,5,1323.8241,257
2020-05-06,Display,Mobile Web,2020,5,572.7886388,106
2020-05-06,Email,Desktop,2020,5,96.35217614,20
2020-05-06,Email,Mobile Web,2020,5,20.15683791,4
2020-05-06,Organic Search,Desktop,2020,5,69251.89797,12004
2020-05-06,Organic Search,Mobile Web,2020,5,122328.0102,18531
2020-05-06,Paid Search,Desktop,2020,5,14209.69193,2622
2020-05-06,Paid Search,Mobile Web,2020,5,45649.53144,4577
2020-05-06,Referral,Desktop,2020,5,4840.938369,840
2020-05-06,Referral,Mobile Web,2020,5,9376.151134,1454
2020-05-06,Social,Desktop,2020,5,949.2508239,177
2020-05-06,Social,Mobile Web,2020,5,1101.353207,195
2020-05-07,,Android,2020,5,363721.2844,45231
2020-05-07,,iOS,2020,5,141080.8343,16052
2020-05-07,(Other),Desktop,2020,5,4958.11893,940
2020-05-07,(Other),Mobile Web,2020,5,5200.961007,981
2020-05-07,Direct,Desktop,2020,5,59034.4648,9042
2020-05-07,Direct,Mobile Web,2020,5,53760.76551,8573
2020-05-07,Display,Desktop,2020,5,1073.802945,228
2020-05-07,Display,Mobile Web,2020,5,585.5906699,103
2020-05-07,Email,Desktop,2020,5,52.21292064,9
2020-05-07,Email,Mobile Web,2020,5,28.27555789,6
2020-05-07,Organic Search,Desktop,2020,5,58619.38946,10218
2020-05-07,Organic Search,Mobile Web,2020,5,134551.7747,20516
2020-05-07,Paid Search,Desktop,2020,5,11019.04319,2083
2020-05-07,Paid Search,Mobile Web,2020,5,49966.68846,4986
2020-05-07,Referral,Desktop,2020,5,4701.874399,813
2020-05-07,Referral,Mobile Web,2020,5,11143.179,1731
2020-05-07,Social,Desktop,2020,5,627.8993206,108
2020-05-07,Social,Mobile Web,2020,5,1408.072155,251
2020-05-08,,Android,2020,5,357750.9779,44743
2020-05-08,,iOS,2020,5,156980.1879,16742
2020-05-08,(Other),Desktop,2020,5,5253.902554,1004
2020-05-08,(Other),Mobile Web,2020,5,5333.659334,1022
2020-05-08,Direct,Desktop,2020,5,57758.29388,9623
2020-05-08,Direct,Mobile Web,2020,5,51384.44419,8259
2020-05-08,Display,Desktop,2020,5,928.3784121,189
2020-05-08,Display,Mobile Web,2020,5,460.3728444,87
2020-05-08,Email,Desktop,2020,5,52.328263,10
2020-05-08,Email,Mobile Web,2020,5,16.20840829,4
2020-05-08,Organic Search,Desktop,2020,5,71450.8149,12268
2020-05-08,Organic Search,Mobile Web,2020,5,121350.9745,18616
2020-05-08,Paid Search,Desktop,2020,5,13556.73881,2494
2020-05-08,Paid Search,Mobile Web,2020,5,47115.71087,4501
2020-05-08,Referral,Desktop,2020,5,4760.40455,823
2020-05-08,Referral,Mobile Web,2020,5,10699.42032,1642
2020-05-08,Social,Desktop,2020,5,471.3808653,96
2020-05-08,Social,Mobile Web,2020,5,1718.754782,274
2020-05-09,,Android,2020,5,385109.1587,47448
2020-05-09,,iOS,2020,5,163207.274,17398
2020-05-09,(Other),Desktop,2020,5,5463.900809,1077
2020-05-09,(Other),Mobile Web,2020,5,5875.463716,1093
2020-05-09,Direct,Desktop,2020,5,47579.08173,8248
2020-05-09,Direct,Mobile Web,2020,5,57864.34295,9238
2020-05-09,Display,Desktop,2020,5,984.7541777,192
2020-05-09,Display,Mobile Web,2020,5,500.5720423,101
2020-05-09,Email,Desktop,2020,5,12.09035223,3
2020-05-09,Email,Mobile Web,2020,5,8.034957718,2
2020-05-09,Organic Search,Desktop,2020,5,56387.19836,10151
2020-05-09,Organic Search,Mobile Web,2020,5,134720.1574,20177
2020-05-09,Paid Search,Desktop,2020,5,10895.81831,2037
2020-05-09,Paid Search,Mobile Web,2020,5,46195.83111,4694
2020-05-09,Referral,Desktop,2020,5,3509.550526,625
2020-05-09,Referral,Mobile Web,2020,5,9367.953667,1504
2020-05-09,Social,Desktop,2020,5,588.2748428,111
2020-05-09,Social,Mobile Web,2020,5,1242.694694,206
2020-05-10,,Android,2020,5,369549.2148,45584
2020-05-10,,iOS,2020,5,152677.1606,16668
2020-05-10,(Other),Desktop,2020,5,4216.89314,828
2020-05-10,(Other),Mobile Web,2020,5,6044.902193,1123
2020-05-10,Direct,Desktop,2020,5,47492.95946,7756
2020-05-10,Direct,Mobile Web,2020,5,55675.77175,8940
2020-05-10,Display,Desktop,2020,5,870.8584958,156
2020-05-10,Display,Mobile Web,2020,5,706.3096554,128
2020-05-10,Email,Desktop,2020,5,56.18471439,13
2020-05-10,Email,Mobile Web,2020,5,40.28787335,7
2020-05-10,Organic Search,Desktop,2020,5,47792.85317,8409
2020-05-10,Organic Search,Mobile Web,2020,5,135082.0277,20141
2020-05-10,Paid Search,Desktop,2020,5,9618.573862,1807
2020-05-10,Paid Search,Mobile Web,2020,5,46111.07635,4867
2020-05-10,Referral,Desktop,2020,5,3887.73842,659
2020-05-10,Referral,Mobile Web,2020,5,9655.538807,1558
2020-05-10,Social,Desktop,2020,5,499.8967839,93
2020-05-10,Social,Mobile Web,2020,5,1539.162808,271
2020-05-11,,Android,2020,5,378237.951,47127
2020-05-11,,iOS,2020,5,165326.0104,18141
2020-05-11,(Other),Desktop,2020,5,6595.403492,1264
2020-05-11,(Other),Mobile Web,2020,5,6426.027621,1153
2020-05-11,Direct,Desktop,2020,5,56748.9217,9348
2020-05-11,Direct,Mobile Web,2020,5,56403.47593,9108
2020-05-11,Display,Desktop,2020,5,1081.760189,222
2020-05-11,Display,Mobile Web,2020,5,738.6498765,138
2020-05-11,Email,Desktop,2020,5,44.18527361,10
2020-05-11,Email,Mobile Web,2020,5,36.26408812,7
2020-05-11,Organic Search,Desktop,2020,5,70099.73592,11957
2020-05-11,Organic Search,Mobile Web,2020,5,137451.0082,20550
2020-05-11,Paid Search,Desktop,2020,5,13208.1152,2424
2020-05-11,Paid Search,Mobile Web,2020,5,46106.81091,4884
2020-05-11,Referral,Desktop,2020,5,5144.741204,900
2020-05-11,Referral,Mobile Web,2020,5,11507.87204,1666
2020-05-11,Social,Desktop,2020,5,904.4010383,175
2020-05-11,Social,Mobile Web,2020,5,1447.515373,247
2020-05-12,,Android,2020,5,361514.6405,45681
2020-05-12,,iOS,2020,5,157157.6956,17495
2020-05-12,(Other),Desktop,2020,5,8038.562378,1504
2020-05-12,(Other),Mobile Web,2020,5,6064.895012,1191
2020-05-12,Direct,Desktop,2020,5,61864.09694,9956
2020-05-12,Direct,Mobile Web,2020,5,53293.66628,8486
2020-05-12,Display,Desktop,2020,5,1348.115703,270
2020-05-12,Display,Mobile Web,2020,5,529.000855,97
2020-05-12,Email,Desktop,2020,5,16.10394109,3
2020-05-12,Email,Mobile Web,2020,5,64.55894728,12
2020-05-12,Organic Search,Desktop,2020,5,78556.96442,13567
2020-05-12,Organic Search,Mobile Web,2020,5,127823.8632,19644
2020-05-12,Paid Search,Desktop,2020,5,13820.61428,2584
2020-05-12,Paid Search,Mobile Web,2020,5,43391.97358,4577
2020-05-12,Referral,Desktop,2020,5,5991.909655,1010
2020-05-12,Referral,Mobile Web,2020,5,11784.6011,1681
2020-05-12,Social,Desktop,2020,5,918.6415513,170
2020-05-12,Social,Mobile Web,2020,5,1265.549895,228
2020-05-13,,Android,2020,5,364030.0742,46593
2020-05-13,,iOS,2020,5,155686.5381,17367
2020-05-13,(Other),Desktop,2020,5,7877.928291,1457
2020-05-13,(Other),Mobile Web,2020,5,6074.226253,1116
2020-05-13,Direct,Desktop,2020,5,64183.23218,10624
2020-05-13,Direct,Mobile Web,2020,5,53979.71111,8542
2020-05-13,Display,Desktop,2020,5,1536.964682,308
2020-05-13,Display,Mobile Web,2020,5,427.6661433,86
2020-05-13,Email,Desktop,2020,5,52.27079816,10
2020-05-13,Email,Mobile Web,2020,5,4.011177351,1
2020-05-13,Organic Search,Desktop,2020,5,83094.29992,13997
2020-05-13,Organic Search,Mobile Web,2020,5,127289.2515,19611
2020-05-13,Paid Search,Desktop,2020,5,13886.11931,2571
2020-05-13,Paid Search,Mobile Web,2020,5,40365.4977,4563
2020-05-13,Referral,Desktop,2020,5,6669.616414,1132
2020-05-13,Referral,Mobile Web,2020,5,11505.77114,1644
2020-05-13,Social,Desktop,2020,5,948.9252354,181
2020-05-13,Social,Mobile Web,2020,5,1590.069769,290
2020-05-14,,Android,2020,5,367479.9558,47053
2020-05-14,,iOS,2020,5,162778.2289,17920
2020-05-14,(Other),Desktop,2020,5,8270.218115,1622
2020-05-14,(Other),Mobile Web,2020,5,6210.404132,1220
2020-05-14,Direct,Desktop,2020,5,66491.71647,10550
2020-05-14,Direct,Mobile Web,2020,5,53336.08542,8618
2020-05-14,Display,Desktop,2020,5,1246.377931,246
2020-05-14,Display,Mobile Web,2020,5,674.2207353,145
2020-05-14,Email,Desktop,2020,5,108.4369576,15
2020-05-14,Email,Mobile Web,2020,5,36.2645149,9
2020-05-14,Organic Search,Desktop,2020,5,82953.12238,14213
2020-05-14,Organic Search,Mobile Web,2020,5,130217.1688,19962
2020-05-14,Paid Search,Desktop,2020,5,14962.70981,2726
2020-05-14,Paid Search,Mobile Web,2020,5,42859.02902,4661
2020-05-14,Referral,Desktop,2020,5,7127.81049,1236
2020-05-14,Referral,Mobile Web,2020,5,11222.27942,1630
2020-05-14,Social,Desktop,2020,5,399.3648187,76
2020-05-14,Social,Mobile Web,2020,5,1524.528119,286
2020-05-15,,Android,2020,5,369959.1163,47109
2020-05-15,,iOS,2020,5,148624.5623,17255
2020-05-15,(Other),Desktop,2020,5,8818.712945,1712
2020-05-15,(Other),Mobile Web,2020,5,6198.04641,1190
2020-05-15,Direct,Desktop,2020,5,59943.71199,10052
2020-05-15,Direct,Mobile Web,2020,5,53630.31545,8820
2020-05-15,Display,Desktop,2020,5,1233.806821,254
2020-05-15,Display,Mobile Web,2020,5,524.9080779,103
2020-05-15,Email,Desktop,2020,5,44.19508617,8
2020-05-15,Email,Mobile Web,2020,5,12.09421414,3
2020-05-15,Organic Search,Desktop,2020,5,80562.9482,13896
2020-05-15,Organic Search,Mobile Web,2020,5,130871.0738,20047
2020-05-15,Paid Search,Desktop,2020,5,14038.37912,2556
2020-05-15,Paid Search,Mobile Web,2020,5,40461.42852,4473
2020-05-15,Referral,Desktop,2020,5,5912.314188,1002
2020-05-15,Referral,Mobile Web,2020,5,10074.0859,1523
2020-05-15,Social,Desktop,2020,5,629.1897768,109
2020-05-15,Social,Mobile Web,2020,5,1618.009083,278
2020-05-16,,Android,2020,5,391991.5029,48961
2020-05-16,,iOS,2020,5,156144.4325,17495
2020-05-16,(Other),Desktop,2020,5,8357.344192,1767
2020-05-16,(Other),Mobile Web,2020,5,7350.754064,1309
2020-05-16,Direct,Desktop,2020,5,58624.03126,9394
2020-05-16,Direct,Mobile Web,2020,5,54741.28552,8893
2020-05-16,Display,Desktop,2020,5,924.9119119,175
2020-05-16,Display,Mobile Web,2020,5,629.53868,109
2020-05-16,Email,Desktop,2020,5,52.20075948,8
2020-05-16,Email,Mobile Web,2020,5,16.08611161,4
2020-05-16,Organic Search,Desktop,2020,5,60878.8111,10660
2020-05-16,Organic Search,Mobile Web,2020,5,140933.313,21752
2020-05-16,Paid Search,Desktop,2020,5,10879.51256,1998
2020-05-16,Paid Search,Mobile Web,2020,5,39577.68162,4637
2020-05-16,Referral,Desktop,2020,5,4360.183468,783
2020-05-16,Referral,Mobile Web,2020,5,9537.906335,1503
2020-05-16,Social,Desktop,2020,5,705.710592,135
2020-05-16,Social,Mobile Web,2020,5,1346.752788,240
2020-05-17,,Android,2020,5,394774.1225,48723
2020-05-17,,iOS,2020,5,162715.535,17952
2020-05-17,(Other),Desktop,2020,5,7219.562762,1523
2020-05-17,(Other),Mobile Web,2020,5,7756.3584,1461
2020-05-17,Direct,Desktop,2020,5,57246.33863,9254
2020-05-17,Direct,Mobile Web,2020,5,55748.88638,9057
2020-05-17,Display,Desktop,2020,5,883.2262399,179
2020-05-17,Display,Mobile Web,2020,5,508.6782671,93
2020-05-17,Email,Desktop,2020,5,124.6567965,23
2020-05-17,Email,Mobile Web,2020,5,4.011177351,1
2020-05-17,Organic Search,Desktop,2020,5,58423.08376,10285
2020-05-17,Organic Search,Mobile Web,2020,5,142277.9781,21641
2020-05-17,Paid Search,Desktop,2020,5,9986.539635,1861
2020-05-17,Paid Search,Mobile Web,2020,5,48657.68525,5291
2020-05-17,Referral,Desktop,2020,5,3986.170402,679
2020-05-17,Referral,Mobile Web,2020,5,9416.21623,1505
2020-05-17,Social,Desktop,2020,5,1669.132608,377
2020-05-17,Social,Mobile Web,2020,5,1649.306376,303
2020-05-18,,Android,2020,5,362256.3915,46399
2020-05-18,,iOS,2020,5,148006.7633,17028
2020-05-18,(Other),Desktop,2020,5,12813.74434,2596
2020-05-18,(Other),Mobile Web,2020,5,6636.634003,1242
2020-05-18,Direct,Desktop,2020,5,71681.02525,11439
2020-05-18,Direct,Mobile Web,2020,5,53830.3031,8815
2020-05-18,Display,Desktop,2020,5,1194.408345,239
2020-05-18,Display,Mobile Web,2020,5,452.2239907,86
2020-05-18,Email,Desktop,2020,5,104.3973469,20
2020-05-18,Email,Mobile Web,2020,5,12.06698989,3
2020-05-18,Organic Search,Desktop,2020,5,90011.20368,15134
2020-05-18,Organic Search,Mobile Web,2020,5,127097.1178,19955
2020-05-18,Paid Search,Desktop,2020,5,15724.91161,2875
2020-05-18,Paid Search,Mobile Web,2020,5,42224.71486,4787
2020-05-18,Referral,Desktop,2020,5,7195.111811,1178
2020-05-18,Referral,Mobile Web,2020,5,11147.7396,1577
2020-05-18,Social,Desktop,2020,5,693.6687429,143
2020-05-18,Social,Mobile Web,2020,5,1377.868231,234
2020-05-19,,Android,2020,5,364635.8953,47017
2020-05-19,,iOS,2020,5,148054.2008,17686
2020-05-19,(Other),Desktop,2020,5,11514.18175,2285
2020-05-19,(Other),Mobile Web,2020,5,7005.779461,1286
2020-05-19,Direct,Desktop,2020,5,59557.5721,9942
2020-05-19,Direct,Mobile Web,2020,5,50209.93085,8173
2020-05-19,Display,Desktop,2020,5,1340.076036,259
2020-05-19,Display,Mobile Web,2020,5,335.0319005,69
2020-05-19,Email,Desktop,2020,5,56.30452618,12
2020-05-19,Email,Mobile Web,2020,5,12.07265684,3
2020-05-19,Organic Search,Desktop,2020,5,87555.01034,14760
2020-05-19,Organic Search,Mobile Web,2020,5,125014.2216,19480
2020-05-19,Paid Search,Desktop,2020,5,14569.86606,2702
2020-05-19,Paid Search,Mobile Web,2020,5,42084.77034,4835
2020-05-19,Referral,Desktop,2020,5,6773.33891,1151
2020-05-19,Referral,Mobile Web,2020,5,10007.49245,1473
2020-05-19,Social,Desktop,2020,5,757.9082474,146
2020-05-19,Social,Mobile Web,2020,5,1967.441929,332
2020-05-20,,Android,2020,5,350575.697,45178
2020-05-20,,iOS,2020,5,148586.9817,17556
2020-05-20,(Other),Desktop,2020,5,13392.45139,2643
2020-05-20,(Other),Mobile Web,2020,5,5848.214245,1075
2020-05-20,Direct,Desktop,2020,5,61773.34306,10042
2020-05-20,Direct,Mobile Web,2020,5,49174.10231,7997
2020-05-20,Display,Desktop,2020,5,1919.351015,378
2020-05-20,Display,Mobile Web,2020,5,443.9014327,94
2020-05-20,Email,Desktop,2020,5,36.26998499,6
2020-05-20,Email,Mobile Web,2020,5,24.1645931,5
2020-05-20,Organic Search,Desktop,2020,5,87360.6529,14639
2020-05-20,Organic Search,Mobile Web,2020,5,119459.463,18571
2020-05-20,Paid Search,Desktop,2020,5,15599.91651,2916
2020-05-20,Paid Search,Mobile Web,2020,5,35172.45716,4220
2020-05-20,Referral,Desktop,2020,5,5987.363044,1002
2020-05-20,Referral,Mobile Web,2020,5,9181.250992,1419
2020-05-20,Social,Desktop,2020,5,584.5557152,113
2020-05-20,Social,Mobile Web,2020,5,1742.039915,315
2020-05-21,,Android,2020,5,344879.3462,43568
2020-05-21,,iOS,2020,5,140792.0897,16024
2020-05-21,(Other),Desktop,2020,5,13838.88677,2752
2020-05-21,(Other),Mobile Web,2020,5,7065.060996,1054
2020-05-21,Direct,Desktop,2020,5,59546.34853,10214
2020-05-21,Direct,Mobile Web,2020,5,47379.22924,7769
2020-05-21,Display,Desktop,2020,5,1547.878482,307
2020-05-21,Display,Mobile Web,2020,5,395.2057833,79
2020-05-21,Email,Mobile Web,2020,5,32.28442041,7
2020-05-21,Organic Search,Desktop,2020,5,85574.78883,14238
2020-05-21,Organic Search,Mobile Web,2020,5,116755.0684,17999
2020-05-21,Paid Search,Desktop,2020,5,14807.33833,2771
2020-05-21,Paid Search,Mobile Web,2020,5,36570.29584,4153
2020-05-21,Referral,Desktop,2020,5,6449.391306,1131
2020-05-21,Referral,Mobile Web,2020,5,9034.744443,1412
2020-05-21,Social,Desktop,2020,5,669.3113075,127
2020-05-21,Social,Mobile Web,2020,5,1330.6437,227
2020-05-22,,Android,2020,5,319445.2042,40651
2020-05-22,,iOS,2020,5,133050.0756,15133
2020-05-22,(Other),Desktop,2020,5,11687.85355,2268
2020-05-22,(Other),Mobile Web,2020,5,6021.854055,1093
2020-05-22,Direct,Desktop,2020,5,55177.97205,9085
2020-05-22,Direct,Mobile Web,2020,5,45341.8361,7312
2020-05-22,Display,Desktop,2020,5,1221.836616,250
2020-05-22,Display,Mobile Web,2020,5,306.5500723,64
2020-05-22,Email,Desktop,2020,5,96.7765092,20
2020-05-22,Email,Mobile Web,2020,5,36.27359645,8
2020-05-22,Organic Search,Desktop,2020,5,73114.60625,12391
2020-05-22,Organic Search,Mobile Web,2020,5,110050.8102,17058
2020-05-22,Paid Search,Desktop,2020,5,13605.83212,2558
2020-05-22,Paid Search,Mobile Web,2020,5,37095.05552,4031
